least_shaded ,middle_shaded,most_shaded,crop_protection_temp,crop_protection_eto,no_protect_eto,no_protect_temp
9.920253509,9.857004678,9.857004678,10.10817843,0.095885655,0.095885655,9.73
9.569052281,9.515403042,9.515403042,9.728454899,0.081332608,0.081332608,9.19
9.06853978,9.028053043,9.028053043,9.188833973,0.061378167,0.061378167,8.42
8.33618268,8.308243579,8.308243579,8.419195336,0.042355866,0.042355866,7.88
7.81435424,7.792472328,7.792472328,7.879369777,0.033173127,0.033173127,7.91
7.851569112,7.832092157,7.832092157,7.909439041,0.029527195,0.029527195,8.3
8.727939997,8.583979431,8.499882471,8.648196658,0.025951821,0.029862245,11.62
12.27380544,12.02575891,11.8893581,12.1766731,0.064768592,0.072167526,13.86
15.57189544,14.96171114,14.61610851,15.2204554,0.137090076,0.156275404,15.68
17.23358955,16.5818652,16.24002672,17.00101216,0.211015807,0.231145458,16.44
19.53833976,18.4095008,17.77581306,18.75534866,0.264396045,0.298673094,16.69
20.33007027,19.03456046,18.29827814,19.32206359,0.27890863,0.317561067,16.59
17.3817659,16.90609155,16.69043428,17.42877731,0.23255091,0.246276279,16.52
19.28334621,18.26167793,17.69250516,18.62003661,0.251679578,0.283489861,16.79
19.12704184,18.21692944,17.72257804,18.63002885,0.255651337,0.284332756,16.61
18.29337131,17.58122584,17.20911728,18.02565156,0.235114194,0.25761954,16.28
17.07759687,16.63479192,16.4280729,17.08764441,0.202748439,0.215909207,15.62
15.48771344,15.33030326,15.29731447,15.7500249,0.16377214,0.165967951,14.76
14.53018403,14.45357869,14.45357869,14.75779382,0.116134214,0.116134214,14.03
13.85875738,13.8016765,13.8016765,14.02835612,0.086535011,0.086535011,13.62
13.49008244,13.44677657,13.44677657,13.61875283,0.065651989,0.065651989,13.4
13.29996247,13.26661662,13.26661662,13.39903968,0.050552541,0.050552541,13.13
13.05629109,13.03172144,13.03172144,13.12929243,0.037247754,0.037247754,13.04
12.98084041,12.96112054,12.96112054,13.0394321,0.029895461,0.029895461,13.12
13.06834438,13.05112583,13.05112583,13.11950414,0.026103441,0.026103441,13.38
13.32881689,13.31175584,13.31175584,13.37950868,0.025864667,0.025864667,13.5
13.44935058,13.43246742,13.43246742,13.4995138,0.025594976,0.025594976,13.69
13.63694365,13.61925818,13.61925818,13.6894907,0.026811283,0.026811283,13.81
13.757477,13.73996932,13.73996932,13.80949582,0.026541762,0.026541762,13.86
13.81446419,13.79928557,13.79928557,13.8595629,0.023010887,0.023010887,14.06
14.55889039,14.38700509,14.28816116,14.45872706,0.035856518,0.042120465,14.38
15.72049945,15.30378766,15.05108625,15.38060709,0.057026038,0.072462633,14.91
16.20389871,15.77284528,15.52061901,15.90382428,0.08034554,0.095991521,15.86
18.82452852,17.86883671,17.29865794,17.98101848,0.14837865,0.180812186,16.63
17.42542049,17.02441136,16.83007994,17.38758628,0.167987423,0.180830951,16.98
19.14827048,18.34539845,17.89891916,18.64983948,0.203771985,0.23100548,17.25
20.56488835,19.41666295,18.75557583,19.62299233,0.233583664,0.271054237,17.14
19.76958775,18.81932735,18.28418345,19.10742494,0.224076482,0.255710794,16.68
18.16040886,17.55208538,17.23016039,17.91260685,0.192484084,0.21274353,16.18
16.58513712,16.29289038,16.16832682,16.67144997,0.160837688,0.169085767,15.99
16.72776459,16.34611557,16.16300021,16.70963401,0.163427858,0.175208585,15.38
15.39365531,15.23637413,15.18921084,15.56769811,0.131404539,0.134519837,14.74
14.53141052,14.46188067,14.46188067,14.73799759,0.105407715,0.105407715,14.49
14.29765152,14.23353535,14.23353535,14.4881535,0.097200556,0.097200556,14.34
14.17423312,14.11897748,14.11897748,14.33840869,0.083767928,0.083767928,14.11
13.97960854,13.9361447,13.9361447,14.10874829,0.065891468,0.065891468,13.88
13.79186662,13.76248881,13.76248881,13.87915396,0.044536954,0.044536954,13.9
13.83636865,13.81515819,13.81515819,13.89938918,0.032155206,0.032155206,13.98
13.9338523,13.91846972,13.91846972,13.97955703,0.023320098,0.023320098,13.96
13.92145199,13.90860264,13.90860264,13.95962998,0.019479704,0.019479704,13.91
13.87204753,13.85939669,13.85939669,13.9096357,0.019178754,0.019178754,13.86
13.8168039,13.80240519,13.80240519,13.85958536,0.021828547,0.021828547,13.61
13.55931454,13.54241938,13.54241938,13.60951346,0.025613185,0.025613185,13.69
13.63169725,13.61226299,13.61226299,13.68944033,0.029462473,0.029462473,13.67
14.18282777,14.00039984,13.89709278,14.0876388,0.041525232,0.047916129,14.58
15.70292916,15.34105612,15.12573863,15.43474947,0.059233716,0.072648353,15.53
17.29512999,16.73229293,16.39532671,16.83433331,0.087809197,0.108740766,16.41
18.71473338,17.97504013,17.53328404,18.07512851,0.118030859,0.145336365,17.31
20.48716501,19.47046971,18.86127645,19.51330212,0.155428916,0.191969613,17.55
18.93449817,18.40014591,18.1092454,18.65656782,0.152625195,0.172254194,18.01
21.90516752,20.64413081,19.89187175,20.63094831,0.196563454,0.240169008,18.05
21.52498457,20.38233863,19.70669995,20.43640043,0.195238247,0.235534952,17.66
20.30619352,19.40340747,18.88036862,19.5711662,0.181987935,0.2144327,17.4
18.76766031,18.21214343,17.91674303,18.52517887,0.17412191,0.193704528,16.47
17.07518218,16.73628365,16.57862163,17.08832294,0.156799418,0.167304874,15.72
15.72980539,15.56533496,15.51646423,15.91390293,0.138510255,0.14178125,14.96
14.7715296,14.70870611,14.70870611,14.95819074,0.095240828,0.095240828,14.05
13.90614261,13.85819013,13.85819013,14.04861901,0.072696281,0.072696281,13.46
13.34765689,13.31020918,13.31020918,13.45892154,0.056770989,0.056770989,13.17
13.07243619,13.0399149,13.0399149,13.16906342,0.049302484,0.049302484,12.54
12.4920428,12.47605706,12.47605706,12.53953964,0.024234494,0.024234494,12.89
12.81988238,12.79650983,12.79650983,12.8893269,0.035432945,0.035432944,12.53
12.48088575,12.46451432,12.46451432,12.52952853,0.024819193,0.024819193,12.48
12.44361136,12.43148181,12.43148181,12.4796507,0.018388488,0.018388488,12.52
12.4887971,12.47839612,12.47839612,12.51970048,0.015767951,0.015767951,12.69
12.64949957,12.63599942,12.63599942,12.68961123,0.020466323,0.020466323,12.5
12.45840839,12.44454452,12.44454452,12.49960075,0.021017733,0.021017733,11.61
11.57501662,11.56335549,11.56335549,11.60966418,0.017678356,0.017678356,11.49
11.93399297,11.79180637,11.70683822,11.83827744,0.021701566,0.026451059,14.12
15.3122139,14.93763449,14.71175862,15.01922677,0.05404237,0.067785643,16.03
18.08918247,17.36731375,16.95509773,17.59928193,0.157477727,0.182270712,16.84
18.70614818,17.9898011,17.59838994,18.31975165,0.19816339,0.22237137,17.93
21.05797107,19.92963874,19.29302996,20.20100596,0.262502576,0.299623902,18.42
20.5848652,19.71428289,19.24859242,20.12035425,0.266112744,0.295560299,18.47
20.79592606,19.88068401,19.38601287,20.26542059,0.267736541,0.298760805,18.48
21.80162182,20.60475857,19.92882797,20.8521557,0.277624162,0.31729264,18.46
20.02082722,19.33163341,18.97846636,19.77397927,0.247500316,0.270933944,18.15
18.95761565,18.48986217,18.27510378,18.96990745,0.224677847,0.23951721,17.45
18.18440343,17.76236934,17.56799241,18.2006268,0.200606357,0.213800497,16.51
16.47624586,16.29605785,16.2468833,16.7034598,0.161837096,0.165232478,14.99
14.72265917,14.63354554,14.63354554,14.98743358,0.135096865,0.135096865,14.06
13.84663944,13.77551924,13.77551924,14.05795178,0.107818704,0.107818704,13.63
13.44764864,13.38686484,13.38686484,13.62824947,0.092148651,0.092148651,13.36
13.20244063,13.14992082,13.14992082,13.35848747,0.079620377,0.079620377,13.02
12.8895302,12.84604026,12.84604026,13.01874752,0.06593105,0.06593105,12.69
12.58069318,12.54425756,12.54425756,12.68895068,0.055236641,0.055236641,12.6
12.49539372,12.46052496,12.46052496,12.59899581,0.052861288,0.052861288,12.65
12.54303893,12.50738524,12.50738524,12.6489732,0.054051248,0.054051248,12.84
12.72012966,12.68017287,12.68017287,12.83884928,0.060574763,0.060574763,12.71
12.59835345,12.56113792,12.56113792,12.70892822,0.056418991,0.056418991,12.52
12.42007967,12.38677288,12.38677288,12.51904079,0.050493314,0.050493314,12.87
12.76458836,12.72945114,12.72945114,12.86898808,0.053268268,0.053268268,13.59
14.07940442,13.87326429,13.76533161,14.02617669,0.066873771,0.073431351,14.94
16.29495432,15.83302241,15.56580873,15.99064217,0.093001168,0.109427352,16.28
17.59950961,17.07740175,16.79633706,17.36751724,0.154263582,0.172139029,17.54
20.30060732,19.30377173,18.742047,19.5833002,0.234735802,0.268130417,17.88
19.64409653,18.90438195,18.51639135,19.32719065,0.243535757,0.268316534,18.61
18.91482322,18.54850658,18.41242416,19.13147661,0.248873791,0.258655829,19.01
22.39031927,21.16100369,20.4697391,21.4072108,0.293634588,0.334744688,18.93
20.55997852,19.84119454,19.4726476,20.28814773,0.258567037,0.28333503,18.58
19.0932741,18.7099302,18.54854032,19.19716572,0.21771566,0.229338505,18.19
19.50643097,18.9466408,18.65513133,19.28950232,0.190825094,0.210778519,17.44
18.36105906,17.9605711,17.75414376,18.23614034,0.140868803,0.155173705,16.93
17.01121255,16.86854451,16.81911293,17.12454815,0.10454722,0.108112721,16.55
16.39022769,16.33697023,16.33697023,16.54846626,0.080738671,0.08073867,16.26
16.13151715,16.0886895,16.0886895,16.25876663,0.064926993,0.064926993,16.1
15.99424955,15.95899938,15.95899938,16.09898486,0.053439499,0.053439499,15.91
15.82575973,15.79767962,15.79767962,15.90919136,0.042569639,0.042569639,15.8
15.73064802,15.70753067,15.70753067,15.79933428,0.035046058,0.035046058,15.67
15.62321848,15.60762462,15.60762462,15.66955096,0.023640397,0.023640397,15.63
15.60809666,15.60079552,15.60079552,15.62978979,0.011068571,0.011068571,15.7
15.67926885,15.67235844,15.67235844,15.69980104,0.010476222,0.010476222,15.8
15.76798527,15.75731368,15.75731368,15.79969272,0.016178213,0.016178213,15.64
15.59322107,15.57762807,15.57762807,15.63955098,0.023639092,0.023639092,15.18
15.15226696,15.1430226,15.1430226,15.17973382,0.01401452,0.01401452,15.05
14.99871371,14.98161826,14.98161826,15.04950771,0.025916816,0.025916816,14.42
14.9142439,14.75610487,14.66174581,14.79990682,0.02537094,0.031498421,15.21
16.0374702,15.75693813,15.59436311,15.85558989,0.056379184,0.06700362,16.02
17.00056274,16.63146444,16.42817857,16.81693841,0.098858416,0.112261013,17.27
19.54708865,18.72969823,18.26820076,18.98443644,0.192282265,0.220837008,18.53
21.4062148,20.35404936,19.76471854,20.62990653,0.258527935,0.294549096,19.34
22.34143547,21.21072371,20.58607649,21.52154878,0.299340617,0.33786445,19.89
22.27180532,21.28477707,20.76379041,21.72878537,0.321108516,0.354993908,20.11
21.59847035,20.84596506,20.48175109,21.42889826,0.322292333,0.34756238,19.58
21.82057979,20.88348901,20.39104511,21.33658952,0.309437757,0.341467407,19.03
20.39020216,19.74705966,19.42712702,20.21705393,0.254295972,0.276294121,17.98
18.85160246,18.41244141,18.19968738,18.79430691,0.185763385,0.200585897,16.88
16.96659337,16.79829856,16.74088541,17.10585252,0.125323746,0.129407618,15.91
15.74979364,15.6963915,15.6963915,15.90846208,0.080958006,0.080958006,15.26
15.14547845,15.10730459,15.10730459,15.25890065,0.057871842,0.057871842,15
14.90220016,14.8696002,14.8696002,14.99906118,0.049421767,0.049421767,14.87
14.77935645,14.74914191,14.74914191,14.86912988,0.045805441,0.045805441,14.8
14.71352201,14.68469599,14.68469599,14.79916986,0.043700435,0.043700435,14.8
14.7158723,14.68782972,14.68782972,14.79919243,0.042512746,0.042512746,14.61
14.54244531,14.51992707,14.51992707,14.60935153,0.034137812,0.034137812,14.51
14.45776052,14.44034734,14.44034734,14.50949855,0.026398495,0.026398495,14.58
14.5341901,14.51892012,14.51892012,14.57956028,0.023149397,0.023149397,14.65
14.61121443,14.59828589,14.59828589,14.64962771,0.019599755,0.019599755,14.77
14.735295,14.72372665,14.72372665,14.76966688,0.017537696,0.017537696,14.77
14.75294431,14.74725906,14.74725906,14.76983632,0.008618875,0.008618875,15.66
15.83888157,15.77955062,15.74483673,15.79926149,0.011288363,0.013739873,16.04
16.80431372,16.57619531,16.43514147,16.59740124,0.02644222,0.036226732,16.78
17.36214496,17.18156685,17.07223647,17.2106005,0.026678797,0.034602871,17
17.87911231,17.5993291,17.43207141,17.65212207,0.046253895,0.058198648,17.11
19.45859527,18.7974949,18.37424022,18.6941277,0.043454702,0.071537329,17.04
19.24536499,18.61193609,18.21095424,18.54788623,0.052072714,0.078687771,17.49
20.10184471,19.33813121,18.85886835,19.25744211,0.07188817,0.103268216,17.82
18.66614484,18.38118368,18.21572496,18.45920045,0.058992815,0.071205948,17.26
19.16017648,18.54949921,18.18542357,18.63380511,0.101819384,0.126003913,16.49
16.78517412,16.61552061,16.5373716,16.79912376,0.080386484,0.085904241,16.24
17.13032788,16.80299776,16.6207377,16.95481262,0.083499681,0.095806345,15.99
16.19621724,16.0584677,15.99825467,16.22953681,0.072438491,0.076623437,15.73
15.60067324,15.5575643,15.5575643,15.72875853,0.065353446,0.065353446,15.48
15.35730225,15.31640298,15.31640298,15.47882216,0.062003571,0.062003571,15.23
15.11378904,15.07505203,15.07505203,15.22888443,0.058725562,0.058725562,14.98
14.87025174,14.83366897,14.83366897,14.97894647,0.05545973,0.05545973,14.72
14.61681591,14.58242119,14.58242119,14.71900948,0.052142619,0.052142619,14.47
14.37322976,14.340973,14.340973,14.46907105,0.048901471,0.048901471,14.22
14.12973665,14.09964886,14.09964886,14.21913352,0.045613304,0.045613304,13.97
13.88610207,13.85813607,13.85813607,13.96919462,0.042396634,0.042396634,13.72
13.64244375,13.61659165,13.61659165,13.7192555,0.039191954,0.039191954,13.46
13.38888365,13.36517819,13.36517819,13.45931732,0.035937641,0.035937641,13.21
13.14517668,13.1235689,13.1235689,13.20937773,0.032757546,0.032757546,12.96
12.9014461,12.88192812,12.88192812,12.95943791,0.029589387,0.029589387,12.71
13.29064851,13.10094494,12.98881009,13.16585653,0.032110295,0.03872246,14.29
15.55877365,15.14706831,14.90287684,15.25868633,0.068695809,0.083495758,15.1
16.85285122,16.29755292,15.9639503,16.39807742,0.083391212,0.103746066,16.29
18.77742662,17.99020785,17.51647567,18.06927405,0.116508563,0.145343062,17.3
20.89966612,19.76090704,19.07391211,19.75046361,0.160229849,0.200264816,18.59
20.6561763,19.90682882,19.48612529,20.13338066,0.186010588,0.214165859,19.09
19.4476453,19.12461335,18.99596698,19.58069504,0.200578309,0.210231272,19.37
21.03843546,20.32933016,19.9598212,20.72210369,0.242997849,0.268492859,18.92
20.65982285,19.93375936,19.55221931,20.32287482,0.240227354,0.265930363,18.7
19.82125508,19.25570565,18.98180301,19.72882761,0.240136076,0.259072672,18.58
19.41172202,18.89468161,18.66329927,19.45625,0.262355221,0.278343515,17.86
17.72406525,17.49083734,17.43623806,18.07117768,0.230350655,0.234272215,16.9
16.47016862,16.32689147,16.32689147,16.89587369,0.21720913,0.21720913,15.68
15.35543248,15.24724329,15.24724329,15.67688421,0.164015547,0.164015547,14.75
14.51596676,14.43795567,14.43795567,14.74775333,0.118265349,0.118265349,13.96
13.79579331,13.74105773,13.74105773,13.95842366,0.082979508,0.082979508,13.3
13.18548436,13.14731247,13.14731247,13.29890069,0.057868846,0.057868846,12.74
12.65609007,12.62812009,12.62812009,12.73919449,0.042402687,0.042402687,12.34
12.27308444,12.25077925,12.25077925,12.33935764,0.033814826,0.033814826,11.89
11.83711873,11.81949163,11.81949163,11.88949236,0.0267228,0.0267228,11.32
11.27537169,11.26049559,11.26049559,11.31957158,0.022552279,0.022552279,10.54
10.52635454,10.52180605,10.52180605,10.53986901,0.006895541,0.006895541,9.85
9.839257661,9.835676882,9.835676882,9.849896872,0.005428485,0.005428485,9.36
9.356621938,9.35549592,9.35549592,9.359967564,0.001707051,0.001707051,10.67
11.20728717,11.0444901,10.94431382,11.08174454,0.018070072,0.023414267,13.21
13.88022919,13.62197588,13.48112419,13.7792394,0.070734811,0.079030567,15.9
17.57086782,16.93687261,16.58860403,17.24080937,0.170074666,0.191189818,17.98
20.67817628,19.66626831,19.10641824,20.00374073,0.263162864,0.296753909,19.85
21.56657833,20.75502185,20.35107213,21.30839659,0.321110279,0.348423741,21.07
21.06745471,20.67121515,20.55657758,21.49456104,0.344593612,0.353597509,22.08
22.19760427,21.73181476,21.58543731,22.61165954,0.380300018,0.392062742,22.76
23.50147191,22.83961878,22.57556724,23.690382,0.416396651,0.437106882,23.14
23.87881918,23.19633943,22.92662024,24.08269121,0.435894809,0.457226612,23.17
23.55848024,22.95886529,22.74744787,23.91607753,0.440079461,0.457160856,22.9
23.29652284,22.69069547,22.47666984,23.65869937,0.443120887,0.460178373,21.99
21.55166376,21.20109293,21.14200363,22.20429754,0.399848539,0.404741345,19.96
19.35048823,19.1473176,19.1473176,19.9541488,0.308008045,0.308008044,18.85
18.32317581,18.14756771,18.14756771,18.84494258,0.266223062,0.266223061,17.79
17.34446123,17.19594827,17.19594827,17.78572291,0.225146641,0.22514664,16.9
16.52502354,16.40003136,16.40003136,16.8964003,0.189488988,0.189488988,16.05
15.73508679,15.6301157,15.6301157,16.0469769,0.159136884,0.159136884,14.74
14.49829352,14.41772467,14.41772467,14.73767967,0.122142914,0.122142914,13.26
13.09901889,13.0453585,13.0453585,13.25845462,0.081349504,0.081349504,12.24
12.12702151,12.089362,12.089362,12.23891543,0.057092064,0.057092064,11.94
11.82613394,11.78817858,11.78817858,11.93890691,0.057540582,0.057540582,13.27
13.09385343,13.0351379,13.0351379,13.26830903,0.089013148,0.089013148,13.14
12.97098558,12.91464743,12.91464743,13.1383775,0.08540902,0.085409019,12.73
12.57718192,12.52624255,12.52624255,12.72853298,0.07722443,0.07722443,10.86
11.29432457,11.13400069,11.04464466,11.22696753,0.039037409,0.043807779,14.74
15.20267328,14.91889307,14.79105198,15.25087064,0.139716521,0.147633824,17.56
18.0144191,17.60742323,17.4448256,18.18923834,0.249667255,0.260643328,19.78
20.07506136,19.62182039,19.46157708,20.38240254,0.327392851,0.339112587,21.4
21.48591941,21.01542278,20.8707191,21.93147081,0.390233912,0.40148238,22.4
22.72809682,22.15022868,21.95093615,23.11452048,0.432603395,0.448282618,23.1
24.15926796,23.34663045,23.00771834,24.27011775,0.478359498,0.504112562,23.46
23.77426656,23.13328046,22.91721136,24.21775579,0.492790719,0.510187304,23.34
23.43592667,22.8386527,22.65652443,23.98347134,0.50162452,0.516376239,22.77
22.84011359,22.25347163,22.07687803,23.40088273,0.496833101,0.510823684,21.83
21.72739316,21.20901648,21.06888082,22.34087371,0.473280862,0.484147208,20.59
20.06852574,19.70047328,19.64435437,20.79734393,0.432157666,0.436516433,18.65
17.90271484,17.65361976,17.65361976,18.64282616,0.37762983,0.377629829,17.19
16.50824048,16.28098728,16.28098728,17.18345519,0.344517385,0.344517385,16.11
15.46062364,15.24416483,15.24416483,16.10376605,0.328153015,0.328153015,15.2
14.5676201,14.35682678,14.35682678,15.19392921,0.319564094,0.319564094,14.37
13.75929774,13.5557303,13.5557303,14.36413731,0.308609609,0.308609609,13.58
12.99752071,12.80336094,12.80336094,13.57440824,0.294347532,0.294347532,12.8
12.24366206,12.05821607,12.05821607,12.79465919,0.281137375,0.281137375,12.07
11.53696157,11.35928209,11.35928209,12.06488285,0.269363298,0.269363298,11.4
10.88805417,10.71740556,10.71740556,11.39508534,0.258704452,0.258704452,10.76
10.26597995,10.1013066,10.1013066,10.75525742,0.249645914,0.249645914,10.11
9.630988494,9.471317991,9.471317991,10.10540149,0.24206156,0.24206156,9.43
8.978369989,8.827826654,8.827826654,9.425664346,0.228224712,0.228224712,9.31
9.471490563,9.217301628,9.12715728,9.680646027,0.179125982,0.183123923,11.94
12.11007897,11.71164599,11.57884714,12.47951281,0.300627012,0.306985466,13.6
13.77440435,13.30735141,13.15434552,14.21447935,0.359120983,0.366938667,15.29
15.58077252,15.03378996,14.84639287,16.03044234,0.402984157,0.413251272,16.82
17.01216968,16.45571922,16.27536233,17.52180081,0.434707978,0.445390743,18.1
17.96728969,17.47047779,17.33918096,18.60485167,0.456551436,0.464991323,19.12
19.16428044,18.59847049,18.43005807,19.75757322,0.478371595,0.489566474,19.85
19.79504936,19.24306659,19.08839503,20.43030936,0.489192051,0.499901542,20.12
20.20851472,19.61319247,19.43203563,20.79528359,0.495664548,0.508233109,19.67
19.73924101,19.15945038,18.98462785,20.3264521,0.48577104,0.497698365,18.37
18.25795785,17.76646911,17.63474809,18.87501919,0.447733803,0.456394839,16.48
16.05265522,15.71437543,15.65757756,16.70093963,0.383933795,0.38753531,14.83
14.20074476,13.99099299,13.99099299,14.8239592,0.317985092,0.317985092,13.91
13.37526618,13.19702156,13.19702156,13.9048666,0.270220048,0.270220048,13.5
13.030169,12.87355866,12.87355866,13.49548966,0.237422342,0.237422342,13.23
12.77041213,12.61721616,12.61721616,13.22558799,0.232246124,0.232246123,12.98
12.49357102,12.33142802,12.33142802,12.97533031,0.245809887,0.245809887,12.83
12.33426679,12.16902237,12.16902237,12.82524099,0.250511648,0.250511648,12.83
12.35211364,12.19281817,12.19281817,12.82541232,0.241493,0.241493,12.33
11.94727124,11.81969497,11.81969497,12.32632583,0.193406477,0.193406477,11.98
11.69717817,11.60290422,11.60290422,11.97728493,0.142919944,0.142919944,10.94
10.8311215,10.79482866,10.79482866,10.93895478,0.055020185,0.055020185,11.16
11.08292508,11.05723344,11.05723344,11.15926009,0.038948706,0.038948706,11.38
11.31193492,11.28924656,11.28924656,11.37934659,0.034395713,0.034395713,11.45
11.62442211,11.53524315,11.49212663,11.62681551,0.036808377,0.039219772,11.03
11.82725841,11.56447972,11.40966154,11.66312867,0.044879701,0.053064912,11.08
12.82495154,12.27066973,11.93774291,12.42254107,0.078916646,0.095411398,12.49
15.52560401,14.51687301,13.92438927,14.78180112,0.16902683,0.196745133,14.21
17.22871542,16.13295823,15.51695776,16.53832153,0.248958649,0.27893364,15.13
16.53202661,15.8152088,15.46942508,16.47469464,0.299279028,0.318134503,15.7
15.61413751,15.22711385,15.12290479,16.11177825,0.350020729,0.356234265,16.4
17.74044325,16.907796,16.53468356,17.82493412,0.413932444,0.434338238,16.59
16.93248638,16.35963398,16.15983104,17.36824904,0.415206108,0.426941021,16.15
17.05070249,16.32905538,16.03137471,17.30225538,0.417448425,0.433889387,15.29
15.20532177,14.80368975,14.69510348,15.72057053,0.361977671,0.36825425,14.04
13.74310779,13.45753078,13.4032395,14.25601953,0.309199651,0.312273812,13.1
12.53978145,12.35304193,12.35304193,13.09462194,0.283098385,0.283098384,12.59
12.05444296,11.87592394,11.87592394,12.58485868,0.270636043,0.270636043,12.24
11.73290811,11.56387748,11.56387748,12.23513194,0.256251588,0.256251588,11.84
11.37456827,11.21942435,11.21942435,11.83553188,0.235199226,0.235199226,11.4
10.98130624,10.84174165,10.84174165,11.39598056,0.211580863,0.211580863,10.92
10.54560469,10.42080625,10.42080625,10.91640582,0.189195276,0.189195276,10.43
10.09507019,9.983426916,9.983426916,10.42678468,0.169251954,0.169251954,10.14
9.82791144,9.72388192,9.72388192,10.13700395,0.157709456,0.157709456,9.83
9.54409058,9.448787441,9.448787441,9.827255268,0.144480203,0.144480203,9.52
9.263548194,9.17806426,9.17806426,9.517538057,0.129594221,0.129594221,9.42
9.183457511,9.104610017,9.104610017,9.417729186,0.119533334,0.119533334,9.27
9.063549969,8.994733295,8.994733295,9.268018072,0.104326543,0.104326543,9.68
10.26690628,10.00114641,9.8659797,10.23612022,0.093870438,0.100308209,11.71
12.76716154,12.29248485,12.05053982,12.68950111,0.166858279,0.178919368,12.86
13.37772087,12.98403303,12.81868271,13.52784718,0.219662341,0.228397363,14.4
17.28907954,16.16445502,15.55307141,16.70826837,0.30337297,0.332529978,15.44
18.72290505,17.44326125,16.74765209,17.99474165,0.344400751,0.377781393,16.14
18.8491399,17.72006569,17.12528166,18.33954841,0.353020165,0.383648626,16.42
17.29437958,16.68757031,16.42575474,17.43451894,0.325886152,0.341451994,16.09
16.60854758,16.13137836,15.94201901,16.83251737,0.293756634,0.305257314,15.83
16.92996589,16.29495775,16.00272194,16.96549321,0.298627514,0.315502715,16.08
16.51536367,16.06676998,15.89384016,16.75923326,0.287755239,0.298338912,14.45
15.32136575,14.81085703,14.57705985,15.37736088,0.241698395,0.254811197,13.7
13.62695339,13.40018282,13.34117234,13.93693566,0.209359609,0.212773932,13.88
13.47749225,13.34332298,13.34332298,13.87613597,0.203401513,0.203401513,13.46
13.04195371,12.90260493,12.90260493,13.45598679,0.211253687,0.211253687,13.16
12.7272749,12.58303319,12.58303319,13.15584587,0.218671408,0.218671408,12.6
12.19165587,12.05554115,12.05554115,12.59607992,0.206350833,0.206350833,12.05
11.68194217,11.55925622,11.55925622,12.04646667,0.185992729,0.185992729,11.51
11.18990071,11.08320094,11.08320094,11.50692706,0.161757569,0.161757569,11.1
10.82202815,10.72937087,10.72937087,11.09733148,0.140469072,0.140469072,10.94
10.68971812,10.60629083,10.60629083,10.9375973,0.126476344,0.126476344,10.85
10.62038833,10.5438511,10.5438511,10.84779574,0.116030952,0.116030952,10.67
10.45892054,10.38856072,10.38856072,10.66797364,0.106665965,0.106665965,10.45
10.26086265,10.19781686,10.19781686,10.44818429,0.095577837,0.095577837,10.24
10.07100234,10.01466979,10.01466979,10.23837763,0.085400531,0.085400531,11.01
11.62736371,11.35820729,11.21917435,11.57886362,0.090514125,0.097683587,13.28
14.35176647,13.87176409,13.62700314,14.25944861,0.169622957,0.182945863,15.11
16.98554762,16.18500152,15.76813628,16.71530652,0.263507226,0.286118303,15.69
18.55887184,17.42594787,16.81410649,17.95994626,0.3182827,0.349408904,16.03
17.15441828,16.49043508,16.1874133,17.20316074,0.318174934,0.335629508,16.32
18.43077748,17.48954517,17.00868535,18.12688068,0.331930672,0.358246376,16.65
18.08776766,17.34204291,16.98449193,18.0133431,0.318807971,0.339725147,16.89
18.510423,17.73079241,17.34538028,18.34866116,0.307181748,0.329934492,16.74
17.48736176,16.98431915,16.76509151,17.59082141,0.266004507,0.279837069,16.12
16.85612393,16.42810211,16.23168832,16.88959022,0.20355425,0.215990176,14.8
15.74489881,15.39489326,15.20054216,15.57176539,0.089054399,0.101196849,14.52
14.83145767,14.68809842,14.61591301,14.81061812,0.053339583,0.058019011,14.71
14.62185705,14.59247605,14.59247605,14.70915388,0.044541793,0.044541793,14.46
14.38316033,14.3575471,14.3575471,14.45926239,0.038829842,0.038829842,14.24
14.17382861,14.15177147,14.15177147,14.2393648,0.033438781,0.033438781,14.05
13.99035903,13.97047869,13.97047869,14.04942749,0.030138729,0.030138729,13.86
13.80278425,13.78371232,13.78371232,13.85945077,0.028913177,0.028913177,13.48
13.40840729,13.38454305,13.38454305,13.47931275,0.036178361,0.036178361,13.25
13.1791181,13.15549079,13.15549079,13.24931957,0.035819165,0.035819165,13.09
13.02617238,13.0048965,13.0048965,13.08938729,0.032254385,0.032254385,12.9
12.84263888,12.82351849,12.82351849,12.89944937,0.028986632,0.028986632,12.81
12.76020663,12.74360882,12.74360882,12.80952201,0.02516238,0.02516238,12.66
12.61431412,12.59908548,12.59908548,12.65956144,0.023086718,0.023086718,12.55
12.50377769,12.48837025,12.48837025,12.54955629,0.02335779,0.02335779,13.3
13.96269859,13.76096554,13.63733109,13.80038174,0.024397522,0.031924772,14.24
15.90804264,15.40368178,15.09317545,15.46248514,0.057836051,0.07634831,15.57
16.93083519,16.46453967,16.19554308,16.62057859,0.096348147,0.11337433,15.32
16.15314436,15.8628211,15.69685005,15.97813272,0.063579925,0.074439381,15.91
19.47915433,18.37186341,17.69719393,18.37360084,0.13614082,0.173520744,15.38
16.2599452,15.95146425,15.77562449,16.07607366,0.068735344,0.080214871,16.1
19.20628916,18.24517651,17.65923362,18.2659144,0.12115193,0.155142446,16.08
